,,,,,,,,,,,,,
IT583,01,3,2,TE,,,,,,,,,
IT583,01,4,2,TE,,,,,,,,,
IT583,11ML,1,2,MTSE-ML,,,,,,,,,
IT584,01,3,2,TE,,,,,,,,,
IT584,01,4,2,TE,,,,,,,,,
IT584,03,3,2,MnCE,,,,,,,,,
IT584,03,4,2,MnCE,,,,,,,,,
IT584,11SS,1,2,MTSE-SS,,,,,,,,,
IT585,11ML,1,2,Core,,,,,,,,,
IT590,01,3,2,TE,,,,,,,,,
IT590,01,4,2,TE,,,,,,,,,
IT590,03,3,2,MnCE,,,,,,,,,
IT590,03,4,2,MnCE,,,,,,,,,
IT590,18,1,2,MSDS-TE,,,,,,,,,
IT602,12,1,2,Core,,,,,,,,,
IT603,12,1,1,Core,,,,,,,,,
IT605,18,1,1,Core,,,,,,,,,
IT606,18,1,1,Core,,,,,,,,,
IT607,18,1,1,Core,,,,,,,,,
IT608,18,1,2,Core,,,,,,,,,
IT609,18,1,2,Core,,,,,,,,,
IT615,12,1,1,Core,,,,,,,,,
IT618,12,2,1,Core,,,,,,,,,
IT619,12,2,1,Core,,,,,,,,,
IT623,12,1,1,Core,,,,,,,,,
IT627,12,2,1,MSIT-TE,,,,,,,,,
IT627 ,18,2,1,MSDS-TE,,,,,,,,,
IT628,12,1,2,Core,,,,,,,,,
IT629,12,1,2,Core,,,,,,,,,
IT632,12,1,2,Core,,,,,,,,,
IT634,12,2,1,MSIT-TE,,,,,,,,,
IT634 ,18,2,1,MSDS-TE,,,,,,,,,
IT641,18,2,1,Core,,,,,,,,,
IT642,18,2,1,Core,,,,,,,,,
IT694,12,1,2,Core,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,MC111,03,1,1,Core
,,,,,,,,,MC112,03,1,1,Core
,,,,,,,,,MC113,03,1,1,Core
,,,,,,,,,MC116,03,1,1,Core
,,,,,,,,,MC122,03,1,2,Core
,,,,,,,,,MC123,03,1,1,Core
,,,,,,,,,MC124,03,1,2,Core
,,,,,,,,,MC125,03,1,2,Core
,,,,,,,,,MC211,03,2,1,Core
,,,,,,,,,MC212,03,2,1,Core
,,,,,,,,,MC213,03,2,1,Core
,,,,,,,,,MC214,03,2,1,Core
,,,,,,,,,MC215,03,1,2,Core
,,,,,,,,,MC216,03,2,1,Core
,,,,,,,,,MC221,03,2,2,Core
,,,,,,,,,MC222,03,2,2,Core
,,,,,,,,,MC223,03,2,2,Core
,,,,,,,,,MC224,03,2,2,Core
,,,,,,,,,MC225,03,2,2,Core
,,,,,,,,,MC226,03,2,2,Core
,,,,,,,,,MC311,03,3,1,Core
,,,,,,,,,MC312,03,3,1,Core
,,,,,,,,,MC313,03,3,1,Core
,,,,,,,,,MC313,11,1,1,MTGE-M
,,,,,,,,,MC314,03,3,1,Core
,,,,,,,,,MC321,03,3,2,Core
,,,,,,,,,PC110,01,1,1,Core
,,,,,,,,,PC110,03,1,1,Core
,,,,,,,,,PC110,04,1,1,Core
,,,,,,,,,PC125,01,1,2,Core
,,,,,,,,,PC125,04,1,2,Core
,,,,,,,,,PC222,01,2,1,Core
,,,,,,,,,PC503,11,1,1,Core
,,,,,,,,,PC503,15,1,1,Core
,,,,,,,,,PC512,11,1,1,Core
,,,,,,,,,PC512,15,1,1,Core
,,,,,,,,,PC604,18,1,2,PROJECT
,,,,,,,,,PC605,18,2,1,PROJECT
,,,,,,,,,PC613,12,1,1,Core
,,,,,,,,,PC721,13,1,1,Core
,,,,,,,,,PC722,13,1,1,Core
,,,,,,,,,PC725,13,1,2,Core
,,,,,,,,,PC731,13,1,2,Core
,,,,,,,,,PC732,13,1,2,Core
,,,,,,,,,PC733,13,2,1,Core
,,,,,,,,,PC740,13,2,1,Core
,,,,,,,,,PC741,13,2,1,Core
,,,,,,,,,PC743,13,2,1,Core
,,,,,,,,,PC745,13,2,1,Core
,,,,,,,,,PC746,13,1,1,Core
,,,,,,,,,PC748,13,1,1,Core
,,,,,,,,,PC749,13,1,1,Core
,,,,,,,,,PC750,13,1,2,Core
,,,,,,,,,PC751,13,1,2,Core
,,,,,,,,,PC752,13,1,2,Core
,,,,,,,,,PC842,11,1,2,Core
,,,,,,,,,PC843,15,1,2,Core
,,,,,,,,,PC844,11,2,1,Core
,,,,,,,,,PC845,15,2,1,Core
,,,,,,,,,SC107,01,1,1,Core
,,,,,,,,,SC205,01,1,2,Core
,,,,,,,,,SC217,01,1,2,Core
,,,,,,,,,SC217,04,1,2,Core
,,,,,,,,,SC222,11,1,1,MTGE-M
,,,,,,,,,SC223,01,2,1,Core
,,,,,,,,,SC224,01,2,2,Core
,,,,,,,,,SC401,01,4,1,SE
,,,,,,,,,SC401,03,4,1,MnCE
,,,,,,,,,SC402,01,3,2,SE
,,,,,,,,,SC402,01,4,2,SE
,,,,,,,,,SC402,03,3,2,MnCE
,,,,,,,,,SC402,03,4,2,MnCE
,,,,,,,,,SC407,01,3,2,Core
,,,,,,,,,SC421,01,4,1,SE
,,,,,,,,,SC421,11,1,1,MTGE-M
,,,,,,,,,SC435,01,4,1,SE
,,,,,,,,,SC435,03,4,1,MnCE
,,,,,,,,,SC470,01,4,1,SE
,,,,,,,,,SC470,03,4,1,MnCE
,,,,,,,,,SC470,11,1,1,MTGE-M
,,,,,,,,,SC471,01,3,2,SE
,,,,,,,,,SC471,01,4,2,SE
,,,,,,,,,SC471,03,3,2,MnCE
,,,,,,,,,SC471,03,4,2,MnCE
,,,,,,,,,SC472,01,3,2,SE
,,,,,,,,,SC472,01,4,2,SE
,,,,,,,,,SC472,03,3,2,MnCE
,,,,,,,,,SC472,03,4,2,MnCE
,,,,,,,,,SC474,01,3,2,SE
,,,,,,,,,SC474,01,4,2,SE
,,,,,,,,,SC477,01,4,1,SE
,,,,,,,,,SC531,11,1,1,MTGE-M
,,,,,,,,,SC601,18,1,2,Core
,,,,,,,,,SC602,18,1,2,Core
,,,,,,,,,SC612,12,1,1,Core
,,,,,,,,,SC613,18,1,1,Core
,,,,,,,,,SC614,18,1,1,Core
